passiveTaskCode	passiveTitle	passiveDescription	passiveStarRating	passiveCategory1	passiveCategory2	passiveCategory3	passivePlacementReason
W247	Obtain the 5 year version of the Veteran cape	Available when your account was created more than 5 years ago. Can be purchased from Hans in Lumbridge for 50,000 gp.	5	-	-	God	Timegated
5W46	Obtain the 10 year version of the Veteran cape	Available when your account was created more than 10 years ago. Can be purchased from Hans in Lumbridge for 100,000 gp.	5	-	-	God	Timegated
3VZD	Obtain the 15 year version of the Veteran cape	Available when your account was created more than 15 years ago. Can be purchased from Hans in Lumbridge for 150,000 gp.	5	-	-	God	Timegated
GD53	Obtain the 20 year version of the Veteran cape	Available when your account was created more than 20 years ago. Can be purchased from Hans in Lumbridge for 200,000 gp.	5	-	-	God	Timegated
27WB	Unlock the 'the Ravensworn' title	A Raven spawns every 13 days for 23 hours. There are 10 possible locations in Prifddinas where it can spawn.	4	Hard	-	Elite	Timegated after Prif unlock
Y4KX	Upgrade your Wildstalker helmet to the 6th tier	A total of 5,000 player kills, after having claimed the tier 1 helmet, are required to be able to upgrade to the tier 6 helmet.	3	Master	Legendary	God	PvP
849M	Upgrade your Duellist's cap to the 6th tier	A total of 5,000 duel wins, after having claimed the tier 1 cap, are required to be able to upgrade to the tier 6 cap.	3	Master	-	Legendary	PvP
YRGD	Purchase the Plant Power (Tier 1) permanent unlock	Unlocks planting 2 seeds at once in a herb patch. It can be purchased from Sydekix at the Garden of Kharid, costing 250 Crux Eqal favour. Also requires a Farming level of 50.	1	-	Easy	Medium	0-9999 Crux favour
8KE4	Purchase the Plant Power (Tier 2) permanent unlock	Unlocks planting 4 seeds at once in a herb patch. It can be purchased from Sydekix at the Garden of Kharid, costing 1,200 Crux Eqal favour. Also requires a Farming level of 70.	2	-	Medium	Hard	70 Farming, 0-9999 Crux favour
VX8X	Purchase the Plant Power (Tier 3) permanent unlock	Unlocks planting 7 seeds at once in a herb patch. It can be purchased from Sydekix at the Garden of Kharid, costing 7,500 Crux Eqal favour. Also requires a Farming level of 90.	2	-	-	Hard	90 Farming
2XEE	Purchase the Plant Power (Tier 4) permanent unlock	Unlocks planting 10 seeds at once in a herb patch. It can be purchased from Sydekix at the Garden of Kharid, costing 25,000 Crux Eqal favour. Also requires a Farming level of 110.	3	-	-	Master	110 Farming
EBNE	Purchase the Bountiful Harvest permanent unlock	Gives certain plants a 50% chance to produce an additional item per harvest. It can be purchased from Sydekix at the Garden of Kharid, costing 15,000 Crux Eqal favour.	2	Easy	Hard	Elite	10,000-25,000 favour
6YED	Purchase the Speedy Growth permanent unlock	Taskman Wiki    Herb patches skip their first growth cycle, reducing their growth time by 20 minutes. It can be purchased from Sydekix at the Garden of Kharid, costing 25,000 Crux Eqal favour.	3	Easy	Hard	Elite	10,000-25,000 favour
QBX5	Purchase the Quick-Cense permanent unlock	Reduces the time taken to create incense sticks by 50%. It can be purchased from Sydekix at the Garden of Kharid, costing 35,000 Crux Eqal favour.	3	Easy	Elite	Master	25,001-50,000 favour
DKX5	Purchase the Everlasting Incense permanent unlock	Taskman Wiki    Incense stick bonuses will no longer be lost on death. It can be purchased from Sydekix at the Garden of Kharid, costing 35,000 Crux Eqal favour.	3	Easy	Elite	Master	25,001-50,000 favour
WN7G	Purchase the Buckets All The Way Down permanent unlock	Buckets are no longer required to remove compost from a compost bin. It can be purchased from Sydekix at the Garden of Kharid, costing 10,000 Crux Eqal favour.	2	Easy	Hard	Elite	10,000-25,000 favour
5REV	Purchase the 'The druid/druidess' title	It can be purchased from Sydekix at the Garden of Kharid, costing 50,000 Crux Eqal favour.	4	Easy	Elite	Master	25,001-50,000 favour
PZR4	Practise your 4-ticking abilities by maintaining full stamina for 60 seconds while mining	4 ticks is more or less the time between each swing.	1	-	-	Beginner	Stamina unlocked at 20 mining
XVNB	Show Spyndra that you stepped on its parents	Defeat Spyndra with one of Araxxiâ€™s legs, eyes, fang or web in your inventory. This challenge can NOT be completed in Story mode.	5	Elite	Master	Legendary	Rax available in Elite onwards, allows for strange pet luck and assembly without noticing task
8KK4	Complete a total of 100 Wilderness Flash Events	Wilderness Flash Events occur every hour somewhere in the Wilderness. You may not open the sack of rewards until all available uniques from either sack type have been received	3	Medium	Elite	Master	Available in Medium, availablilty of events depends on active task rolls
QBB5	Complete a total of 250 Wilderness Flash Events	Wilderness Flash Events occur every hour somewhere in the Wilderness. You may not open the sack of rewards until all available uniques from either sack type have been received	4	Medium	Master	Legendary	Available in Medium, availablility of events depends on active task rolls
GZV4	Upgrade the Trimmed Completionist cape to its Master variant	If youâ€™ve previously claimed the Master Max Cape, admire the tomb in Falador park. Otherwise, youâ€™ll need to craft the Blurite keystone.	5	-	-	God	Final 120s in God
6YZD	Become the Bronze Iceborn	Defeat Icy Telos (otherwise known as Arch-Glacor) at an enrage of 1,000% or higher. Good luck.	5	Elite	-	Master	NULL
VXMX	Become the Bronze Warden	Obtaining the title requires you to manage a Telos kill at 1,000% enrage.	5	Master	-	Legendary	NULL
2X7E	Become the bronze Lord of Chaos	This title is unlocked after defeating Zamorak, Lord of Chaos at 1,000% enrage in a group	5	Master	-	Legendary	NULL
EBVE	Become the bronze Wrath of Chaos	This title is unlocked after defeating Zamorak, Lord of Chaos at solo 1,000% enrage	5	Master	-	Legendary	NULL
2XVZ	Unlock the Chaos Demon skin for Zammo the Rak	The Chaos Demon skin for Zammo the Rak is unlocked after defeating Zamorak 500 times in total in Normal or Enrage mode. Story mode kills do not count towards the total.	5	Master	Legendary	God	NULL
XKK4	Create each of the three variants of dragonfire shields	Each shield requires a Draconic visage and a Smithing level of 90 to make.	4	Medium	Hard	Elite	Allows for the possibility of getting (un)lucky enough in Hard not to have 3 visages
JXVZ	Create any of the necromancerâ€™s staves	This requires a shade skull and mystic staff of your choice, as well as a Crafting level of 85.	4	Elite	-	Master	NULL
ZYYK	Create all Dark onyx core enchantments	Each item can be created using 10 onyxes, a Dark onyx core and, for the Grace, Luck and Passage respectively: 7 Seren components and 5 Crystal tool seeds, 7 Corporeal components and 10 Muddy keys, 7 Ascended components, an Abyssal wand and an Abyssal orb. An Invention level of 85 is required.	4	Elite	Legendary	God	NULL
ZYMK	Upgrade an ectoplasmator to its attuned version	Requires a regular ectoplasmator and 100 Ghostly essence.	2	Easy	Medium	Hard	NULL
5R6V	Obtain a pair of Brawling gloves for each Combatantâ€™s skill	Brawling gloves can be obtained, rarely, from a wide array of activities. The Combatant gloves are Magic, Ranged, Melee and Prayer.	4	-	-	Legendary	Based on any set being obtained
3N63	Obtain a pair of Brawling gloves for each Gathererâ€™s skill	Brawling gloves can be obtained, rarely, from a wide array of activities. The Gatherer gloves are Fishing, Hunter, Mining and Woodcutting.	4	-	-	Legendary	Based on any set being obtained
GZE4	Obtain a pair of Brawling gloves for each Support skill	Brawling gloves can be obtained, rarely, from a wide array of activities. The Support gloves are Agility and Thieving.	4	-	Legendary	God	Based on any set being obtained
7G67	Obtain a pair of Brawling gloves for each Artisanâ€™s skill	Brawling gloves can be obtained, rarely, from a wide array of activities. The Artisan gloves are Cooking, Firemaking and Smithing.	4	-	-	God	Based on any set being obtained
8K5Z	Unlock the four Hefin emotes	The emotes can be unlocked by completing laps of the Hefin agility course, which requires an Agility level of 76 and completion of Plagueâ€™s End.	3	Hard	Elite	Master	Likely within early tasks, but little excuse to get later
NYWW	Unlock the Glorious variation of the â€™the Ravenswornâ€™ title	To unlock the glorious variation of the title, the regular title must be unlocked. Speak to â€™Quoth the Ravenâ€™, a raven NPC, at the Mage Arena in the deep Wilderness and offer them a cheese-wheel upon completion of the Succession quest.	5	Hard	-	Elite	NULL
5R8M	Obtain the Penance master horn	This free item can be obtained from Commander Connad at Barbarian Assault after reaching level 5 in any role.	2	Medium	-	Hard	NULL
JXBM	Put your basic decorative armour on display in the skill hall of your Player-owned house	This requires the basic decorative helm, platebody and shield, as well as 2 oak planks and a Construction level of 28.	1	Beginner	Medium	Hard	NULL
RMGX	Put your detailed decorative armour on display in the skill hall of your Player-owned house	This requires the detailed decorative helm, platebody and shield, as well as 2 oak planks and a Construction level of 28.	3	Beginner	-	Legendary	NULL
YR4D	Put your intricate decorative armour on display in the skill hall of your Player-owned house	This requires the intricate decorative helm, platebody and shield, as well as 2 oak planks and a Construction level of 28.	4	Beginner	-	God	NULL
XJEB	Have a dance party with all six Barrows bobbleheads	For this to happen you and five other players must come together, each being followed by a different Barrows bobblehead pet.	5	Elite	Master	Legendary	NULL
NYMB	Have two Vitalis pets try to fight one another	For this to happen you and another player must come together, each being followed by a Vitalis pet.	5	Elite	Legendary	God	NULL
KKB7	Research all Invention blueprints	Blueprints are unlocked by levelling Invention, completing the technology trees on the noticeboard in the Invention guild and from several other sources.	4	Hard	Master	Legendary	NULL
ZMY4	Unlock the â€™Master of Allâ€™ title"	All 28 skilling pets, including combat-skilling pets, must be claimed in order to unlock this title.	5	-	Legendary	God	NULL
ZY5X	Achieve a perfect score when upgrading a building in Fort Forinthry	This can be achieved by only making progress on the optimal building spot.	2	-	Easy	Medium	NULL
4EY2	Question your energy	Rest for a combined total of 150 minutes.	1	Beginner	Easy	Medium	NULL
KKQX	Add lifeboats to all your ships in the Player Owned Ports	Lifeboats are permenant additions to your ships. Once added, your crewmates will never drown during a failed voyage.	3	Hard	-	Elite	NULL
ZMBB	Discover all islands in the Player Owned Ports	In each region you discover in the Player Owned Port minigame there is an additional island that needs to be found. These islands are the Chimera Straits, Crescent Isle, Light Under Sea, Shambling Lair, Sirenâ€™s Shell and Windâ€™s Home. You should be able to check your archipelago map on your captains log to see what islands are missing.	4	-	Elite	Master	NULL
4EK2	Add a Ring of coins, trees, quests and all Rings of stone to your Transmog interface	The Ring of coins and ring of trees can be obtained as reward from Master clues. The Ring of stone can be obtained as a drop from TzHaar creatures or purchased from TzHaar-Hur-Lek for 303k Tokkul. The Ring of quests is obtained by allocating 75 points to the Quest track of Mayâ€™s shop. Adding them to the transmog interface permanently unlocks their transmogs without you having to bring the rings.	4	Elite	Master	Legendary	NULL
ZM3B	Create the Bow of the Last Guardian	The weapon is created by combining the top of the Last Guardianâ€™s bow, the bottom of the Last Guardianâ€™s bow and a Divine bowstring, requiring a Fletching level of 95.	5	-	-	Legendary	NULL
RNEV	Use all three kits to permanantly upgrade the damage of your Dwarf Multicannon, Oldak Coil and Kinetic Cyclone	Using the kits gives a 50% damage increase to the Oldak Coil and The Kinetic cyclone. The Dwarf Multicannon gains a 100% damage bonus and can be cosmetically changed to a "Dwarven Seige Engine" by speaking to Egil at the Artisanâ€™s Workshop.	3	-	-	Elite	NULL
9BRB	Plant the bloodwood tree	As a reward of obtaining the Master Farmer rank, requiring a reputation of 225,000, Mami Rimba will plant a bloodweed tree in the patch at the Manor Farm for you.	3	Medium	-	Hard	NULL
8EYK	Unlock the cosmetic overrides for Erethdorâ€™s Grimoire and Merethielâ€™s Stave	Both items are dropped by Solak and the cosmetic override for each is unlocked on activating the item	5	-	-	Legendary	NULL
KKGX	Hatch a Mysterious Chicken	The Mysterious Chicken can be obtained by hatching the Mysterious Egg obtained from Lucky Charms	5	-	Hard	Elite	NULL
B9NN	Hatch Squoggoth	Squoggoth can be obtained by hatching the Shadowy Egg obtained from Lucky Charms	5	-	-	God	NULL
4ER2	Spot the raven named Bran	Bran is a crystal raven that may be found on Tarddiad by players who have unlocked the Ravensworn title	3	Hard	-	Elite	NULL
GGWB	Obtain all Eastern scrolls from Player-Owned Ports	There are 27 scrolls in total. Building telescopes on the 4 totem hotspots increases the chances of receiving scroll voyages.	5	-	Elite	Master	NULL
8EZK	Use a Flaming sword enchantment to gain its cosmetic effect	A Flaming sword enchantment is an item obtained from master clue caskets. Using it will give your melee weapons a cosmetic flame effect.	4	Elite	-	Master	NULL
7WMR	Gain the ability to toggle all danger signs	Interacting with dangerous places or activities will prompt you a danger warning which sometimes after several interactions can be turned off. The ability to toggle them is found in the ingame settings under interfaces -> Warning signs. Currently there does not appear to be a way to gain the toggle for wilderness warbands due to the recent wilderness update since pvp is now toggled in edgeville only.	3	-	-	Hard	NULL
4E72	Tune both skill portals in the Max Guildâ€™s garden	Tuning both portals requires 15 level 99 skills. Tuning the portals also gives those teleports to your Grace of the Elves. Once tuned they cannot be untuned and require a fee to be changed to a different location.	4	-	-	Master	NULL
XKG2	Tune all boss portals in Warâ€™s Retreat and in the Max Guild	Tuning a boss portal is free for the first time, after that a fee is required to change it. You might never use it but for the sake of true completionism, you need to tune the boss portal in the Max Guild too.	5	-	-	Hard	NULL
8E9K	Gain all the effects for the Anima core of Sliske armour	Anima core of Sliske armourâ€™s set effect, Sliskeâ€™s Parody, can be obtained by storing a full set of warpriest armor in your Player Owned House. To gain the Divine Shield effect, you need to store either the Saradomin or Zamorak Warpriest sets. To gain the Divine Surge effect, you need to store either the Armadyl or Bandos Warpriest sets. To gain the Tuskaâ€™s Might effect, you need to store the Tuska Warpriest set. Only one of these effects can be active at any time.	4	-	Master	Legendary	NULL
QXK7	Roll all the Magical Dice from Mayâ€™s Caravan	You need 425 quest points to be able to claim all the dice. Good luck on getting a dye :D	4	-	-	Elite	NULL
J72D	Complete ALL achievement paths	Most paths are completed very early into an accounts life, however, there exists the bossing path which requires a single kill on every boss in the game. This requires the Archaeology path, the Construction path, the Bossing path and the Burthorpe path.	5	-	-	Master	NULL
4JZE	Unlock the Battle Robes of Cruor	The outfit is unlocked by using the intricate blood stained chest, which is obtained as a drop from Nex: Angel of Death.	5	-	-	God	NULL
XJ5Y	Unlock the Battle Robes of Fumus	The outfit is unlocked by using the intricate smoke shrouded chest, which is obtained as a drop from Nex: Angel of Death.	5	-	-	God	NULL
NY8W	Unlock the Battle Robes of Glacies	The outfit is unlocked by using the intricate ice chest, which is obtained as a drop from Nex: Angel of Death.	5	-	-	God	NULL
JXN3	Unlock the Battle Robes of Umbra	The outfit is unlocked by using the intricate shadow chest, which is obtained as a drop from Nex: Angel of Death.	5	-	-	God	NULL
NZ93	Obtain a Runner hat		0	Easy	Medium	Hard	NULL
J7K5	Obtain a Fighter hat		0	Easy	Medium	Hard	NULL
RNY6	Obtain a Ranger hat		0	Easy	Medium	Hard	NULL
YGZY	Obtain a Healer hat		0	Easy	Medium	Hard	NULL
8E23	Obtain a Fighter torso		0	Easy	Hard	Elite	NULL
V8K7	Obtain a Penance skirt		0	Easy	Hard	Elite	NULL
2E28	Obtain a pair of Runner boots		0	Easy	Hard	Elite	NULL
EN7W	Obtain a pair of Penance gloves		0	Easy	Hard	Elite	NULL
6EJG	Obtain the Detailed decorative helmet		0	-	-	Elite	NULL
QX9R	Obtain the Detailed decorative chestplate		0	-	-	Master	NULL
DX4R	Obtain the Detailed decorative platelegs		0	-	-	Master	NULL
W7YE	Obtain the Detailed decorative Shield		0	-	-	Elite	NULL
5E8B	Obtain the Detailed decorative Sword		0	-	-	Elite	NULL
NZG3	Obtain a Void knight melee helm		0	-	Hard	Elite	NULL
J795	Obtain a Void knight mage helm		0	-	Hard	Elite	NULL
RN46	Obtain a Void knight ranger helm		0	-	Hard	Elite	NULL
YGEY	Obtain a Void knight top		0	-	Hard	Elite	NULL
8EQ3	Obtain a Void knight robe		0	-	Hard	Elite	NULL
V8Y7	Obtain a pair of Void knight gloves		0	-	Hard	Elite	NULL
2EJ8	Obtain a Void knight deflector		0	-	Hard	Elite	NULL
GG7B	Upgrade a Runner hat to its hardened version		0	-	Hard	Elite	NULL
7W88	Upgrade a Fighter hat to its hardened version		0	-	Hard	Elite	NULL
KKZ7	Upgrade a Ranger hat to its hardened version		0	-	Hard	Elite	NULL
B92Q	Upgrade a Healer hat to its hardened version		0	-	Hard	Elite	NULL
MM49	Upgrade a Fighter torso to its hardened version		0	-	Elite	Master	NULL
ZM2Y	Upgrade a Penance skirt to its hardened version		0	-	Elite	Master	NULL
9E8E	Upgrade a pair of Runner boots to its hardened version		0	-	Hard	Elite	NULL
4EQG	Upgrade a pair of Penance gloves to its hardened version		0	-	Hard	Elite	NULL
3EJG	Obtain the Intricate decorative helmet		0	-	-	Legendary	NULL
GGBB	Obtain the Intricate decorative chestplate		0	-	Legendary	God	NULL
7WQ8	Obtain the Intricate decorative platelegs		0	-	Legendary	God	NULL
KK47	Obtain the Intricate decorative Shield		0	-	-	Legendary	NULL
B9ZQ	Obtain the Intricate decorative Sword		0	-	-	Legendary	NULL
XKVW	Obtain a Rogue mask		0	-	-	Hard	NULL
NZX3	Obtain a Rogue top		0	-	-	Elite	NULL
J7M5	Obtain a pair of Rogue trousers		0	-	-	Elite	NULL
RN86	Obtain a pair of Rogue gloves		0	-	-	Master	NULL
YGVY	Obtain a pair of Rogue boots		0	-	-	Master	NULL
5EQB	Upgrade a Void knight body to its Superior Elite version		0	-	Elite	Master	NULL
3EQG	Upgrade a Void knight bottoms to its Superior Elite version		0	-	Elite	Master	NULL
EN2W	Upgrade a Void knight melee helm to its superior version		0	-	Elite	Master	NULL
6EQG	Upgrade a Void knight ranger helm to its superior version		0	-	Elite	Master	NULL
QX8R	Upgrade a Void knight mage helm to its superior version		0	-	Elite	Master	NULL
DX2R	Upgrade a pair of Void knight gloves to its superior version		0	-	Elite	Master	NULL
W7VE	Upgrade a Void knight deflector to its superior version		0	-	Elite	Master	NULL
MMK9	Obtain the Profound decorative helmet		0	-	-	God	NULL
ZM7Y	Obtain the Profound decorative chestplate		0	-	-	God	NULL
9E2E	Obtain the Profound decorative platelegs		0	-	-	God	NULL
4EWG	Obtain the Profound decorative Shield		0	-	-	God	NULL
XK2W	Obtain the Profound decorative Sword		0	-	-	God	NULL
8E53	Create all Noxious weapons		0	Elite	Master	Legendary	NULL
V8V7	Create a main and off-hand Ascension crossbow		0	Elite	Master	Legendary	NULL
2EQ8	Create all Croesus tools		0	-	-	Master	NULL
ENDW	Create the Khopesh of Tumeken and Elidinis		0	-	-	Legendary	NULL
6EVG	Create the Lava strykewyrm weapons		0	-	-	God	NULL
QX4R	Create the Seren godbow, Staff of Sliske and Zaros godsword		0	-	-	God	NULL
MMYW	Tutorial Task: Passives		0	Beginner	-	Beginner	
RN3G	Complete the Taskman Tutorial		0	Beginner	-	Beginner	
GGZN	Find Omen while training Necromancy		0	Hard	Elite	Master	
4EMW	Unlock the Malevolence, Desolation, Affliction, and Ruination curses		0	-	-	God	
J774	Upgrade your TokHaar-Kal-Mor to the Igneous Kal-Mor		0	-	-	Master	
DEYK	Complete each of the 14 unique Wilderness Flash Events	The events are on a fixed rotation. Use the in-game achievement "Far-Reaching and Wild-Ranging" to track your progress.	3	-	-	Elite	
DXDR	Create all Blood necklace shard necklaces		0	-	-	Elite	
ENRY	Create a set of Dracolich armour		0	-	-	Master	
6E2N	Create a set of Elite dracolich armour		0	-	-	Legendary	
KKK5	Upgrade your Deathwarden Set to T80		0	Hard	-	Elite	
MMMD	Upgrade your Deathwarden Set to T90		0	-	-	Elite	
ZMM4	Upgrade your Deathdealer Set to T80		0	-	Hard	Elite	
9EEV	Upgrade your Deathdealer Set to T90		0	-	Elite	Master	
6E7V	Find the Necklace of Salamancy in the Dream of Iaia		0	Hard	Elite	Master	
9ENY	Spot Mod Raven in Um		0	Hard	-	Elite	
J7YV	Obtain the Seedicide		0	Beginner	Easy	Medium	
RNWG	Obtain the Farmer's outfit and Farmer's hat add-on		0	Beginner	Medium	Hard	
YGWR	Unlock all abilities from Cabbage Facepunch Bonanza		0	-	-	God	
8K44	Put your profound decorative armour on display in the skill hall of your Player-owned house		0	-	-	God	
ZM53	Unlock 5 titles from the Slayer Bounty & Deathmatch Reward Shop		0	Medium	Hard	Elite	
9EJY	Unlock 5 titles from the Slayer Bounty & Deathmatch Reward Shop		0	Hard	-	Elite	
4EZW	Unlock 5 titles from the Slayer Bounty & Deathmatch Reward Shop		0	Hard	Elite	Master	
XK5V	Unlock 5 titles from the Slayer Bounty & Deathmatch Reward Shop		0	Hard	Elite	Master	
ENG3	Obtain the Trickster, Vanguard and Battle-mage helms		0	Beginner	Hard	Master	
W7WM	Obtain the Trickster, Vanguard and Battle-mage body armours		0	Beginner	Hard	Master	
6EDX	Obtain the Trickster, Vanguard and Battle-mage leg armours		0	Medium	Hard	Master	
5EGJ	Obtain the Trickster, Vanguard and Battle-mage gloves		0	Beginner	Elite	Legendary	
3ED2	Obtain the Trickster, Vanguard and Battle-mage boots		0	Beginner	Elite	Legendary	
B97V	Obtain a unique from Implings		0	Hard	Master	Legendary	
MM7R	Obtain a unique from Implings		0	Hard	Master	Legendary	
ZMZM	Obtain a unique from Implings		0	Medium	Hard	Elite	
9EZ6	Obtain a unique from Implings		0	Medium	Master	Legendary	
ZVEG	Unlock all potions from Lady Meilyr requiring an Unreadable potion recipe to be found within the depths of Daemonheim		0	Hard	Elite	Master	
7WV8	Scare someone's Goebie using your Diddyzag pet		0	Medium	Elite	Master	
DXJ7	Unlock the Vorkath Death Guard override		0	-	-	God	
W7J3	Unlock the Vorkath lantern override		0	-	-	God	
