ID	Link	Title	Description	⭐	Tier #	Earliest Plausible	Recommended calc	Recommended	Expected calc	Expected	Dependency	Modifier recommended (dependency)	Modifier expected (dependency)	Bracket (hours)	Modifier recommended (bracket)	Modifier expected (bracket)	IRL-time	Modifier recommended (irl time)	Modifier expected (irl time)
85W9	View	Find Ghostly while training Prayer	Can be found while doing most exp-giving activities in the skill.	5	4	Hard	5		5.5	Elite	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
Q8Z4	View	Find Kangali while training Strength	Can be found while doing most exp-giving activities in the skill.	5	4	Hard	5		5.5	Elite	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
JMW8	View	Find Malcolm while training Invention	Can be found while doing most exp-giving activities in the skill.	5	4	Hard	5		5.5	Elite	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
WV7Z	View	Find Morty while training Constitution	Can be found while doing most exp-giving activities in the skill.	5	4	Hard	5		5.5	Elite	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
M934	View	Force-feed a broad selection of Honeycombs to any animal on your Player-owned Farm	Some of the Honeycombs are made from Flowers obtained in Het's Oasis.	3	4	Hard	4.5	Hard	5	Elite	None			0-0.25	0	0.25	1-7 days	0.5	0.75
NX3X	View	Get rescued by the Sign of Life effect 50 times!	Trigger a sign of life effect a total of 50 times. Activating a sign of death, portent of life, portent of death or the Defence cape perk also counts for this.	4	4	Hard	5.15		5.75	Elite	None			0.51-0.75	0.4	0.75	8-14 days	0.75	1
KKGX	View	Hatch a Mysterious Chicken	The Mysterious Chicken can be obtained by hatching the Mysterious Egg obtained from Lucky Charms	5	4	Hard	4.5	Hard	5	Elite	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
B9NN	View	Hatch Squoggoth	Squoggoth can be obtained by hatching the Shadowy Egg obtained from Lucky Charms	5	5	Elite	6		6.75	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	1-7 days	0.5	0.75
Z22X	View	Obtain the Death lotus rogue armour	The rogue armour requires all four scrolls of the Death lotus outfit to be collected. It can be bought for 5,000 chimes and 2 taijitu from Boni in Waiko.	4	4	Hard	5.5	Elite	6.5	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	15-30 days	1	1.5
5QWK	View	Obtain the Eastern soups recipe	Requires the four Eastern soup recipe scrolls to be discovered.	4	4	Hard	5.65	Elite	6.5	Master	Drop RNG	0.5	0.75	0.51-0.75	0.4	0.75	8-14 days	0.75	1
JM3D	View	Obtain the full Globetrotter outfit	Unlocked in Zaida's Treasure Trails Reward shop for a total of 4,950 Treasure Trail points.	5	4	Hard	4.5	Hard	5	Elite	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
B22D	View	Obtain the Gu ronin armour	The ronin armour requires all four scrolls of the Tetsu outfit to be collected. It can be bought for 5,000 chimes and 2 taijitu from Boni in Waiko.	4	4	Hard	5.5	Elite	6.5	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	15-30 days	1	1.5
DDWV	View	Obtain the Helm of Darkness	The Mask of Gloom can be bought from the Shattered Worlds shop for 60,000,000 Anima. 1,000 Dark beasts must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 90 to harm.	4	4	Hard	6		6.65	Master	Task allowance	1	1.25	2.0-4.0	1	1.4	None	0	0
4VK6	View	Obtain the Helm of Grotesquery	The Mask of Granite can be bought from the Shattered Worlds shop for 22,000,000 Anima. 800 Gargoyles must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 75 to harm.	3	4	Hard	5.8	Elite	6.45	Master	Task allowance	1	1.25	1.0-2.0	0.8	1.2	None	0	0
BDJG	View	Obtain the Helm of Mutation	The Mask of Vines can be bought from the Shattered Worlds shop for 24,000,000 Anima. 900 Mutated jadinkos must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of at least 80 to harm.	3	4	Hard	5.8	Elite	6.45	Master	Task allowance	1	1.25	1.0-2.0	0.8	1.2	None	0	0
Q43V	View	Obtain the Helm of the Airut	The Mask of the Airut can be bought from the Shattered Worlds shop for 60,000,000 Anima. 1,000 Airuts must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 92 to harm.	4	4	Hard	6		6.65	Master	Task allowance	1	1.25	2.0-4.0	1	1.4	None	0	0
5WBE	View	Obtain the Helm of the Automatons	The Mask of the Automatons can be bought from the Shattered Worlds shop for 20,000,000 Anima. 1,000 Automatons must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it. They require a Slayer level of 67 to harm and completion of The World Wakes to access, once you have obtained all uniques more common than 1/2,000.	3	4	Hard	5.8	Elite	6.45	Master	Task allowance	1	1.25	1.0-2.0	0.8	1.2	None	0	0
6VMV	View	Obtain the Helm of the Frozen Wyrm	The Mask of the White Wyrm can be bought from the Shattered Worlds shop for 60,000,000 Anima. 1,000 Ice strykewyrms must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 93 to harm.	4	4	Hard	6.2		6.85	Master	Task allowance	1	1.25	4.0-6.0	1.2	1.6	None	0	0
EDJ2	View	Obtain the Helm of the Ganodermic	The Mask of the Ganodermic can be bought from the Shattered Worlds shop for 60,000,000 Anima. 1,000 Ganodermic creatures must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 95 to harm.	4	4	Hard	5.8	Elite	6.45	Master	Task allowance	1	1.25	1.0-2.0	0.8	1.2	None	0	0
7VZ4	View	Obtain the Helm of Warping	The Mask of the Abyss can be bought from the Shattered Worlds shop for 100,000,000 Anima. 900 Abyssal demons must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 85 to harm.	3	4	Hard	5.8	Elite	6.45	Master	Task allowance	1	1.25	1.0-2.0	0.8	1.2	None	0	0
79GZ	View	Overcharge your Pontifex shadow ring	You can overcharge your ring by adding 5,000 of each anima type after fully upgrading it.	4	4	Hard	5		5.5	Elite	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
EV2B	View	Receive thanks from Gorvek by becoming the MVP of a Croesus encounter	To become the MVP, you must be the top contributing player in the encounter. This task is considered group PvM.	3	4	Hard	5		5.5	Elite	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
3QMX	View	Successfully breed all Manor Farm animals with the Ravensworn trait	After obtaining the 'the Ravensworn' title, your animals can start breeding with this trait. It only appears in slot 2.	5	4	Hard	5.7	Elite	6.35	Master	Drop RNG	0.5	0.75	4.0-6.0	1.2	1.6	None	0	0
9EBV	View	The lodestones are active sir	Activate all lodestones. Completion of the quests Jack of Spades, Lunar Diplomacy, Regicide, Desert Treasure, Plague's End, New Foundations and Necromancy! are required.	3	4	Hard	4		4.25	Hard	None			0-0.25	0	0.25	None	0	0
85XK	View	Unlock the 'Globetrotter' title	Unlocked in Zaida's Treasure Trails Reward shop for 750 Treasure Trail points.	4	4	Hard	4.5	Hard	5	Elite	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
ZMY4	View	Unlock the 'Master of All' title"	All 30 skilling pets, including combat-skilling pets, must be claimed in order to unlock this title.	5	6	Master	6.5	Master	7	Grandmaster	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
75NB	View	Unlock the 'of the Meilyr' title	Harvest 50 Harmony Moss from the Harmony Pillars in the Meilyr district.	3	4	Hard	5		5.5	Elite	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
784R	View	Unlock the Adrenaline potion refresh at War's Retreat	Unlocked in War's Wares after having at least 2,000 boss kills.	3	4	Hard	5		5.5	Elite	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
8K5Z	View	Unlock the four Hefin emotes	The emotes can be unlocked by completing laps of the Hefin agility course, which requires an Agility level of 76 and completion of Plague's End.	3	4	Hard	5		5.5	Elite	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
XVR2	View	Upgrade your Herbicide	Bought from the Farmers' Market for 25,000 beans.	3	4	Hard	5		5.75	Elite	None			0-0.25	0	0.25	15-30 days	1	1.5
4Q82	View	Upgrade your Seedicide	Bought from the Farmers' Market for 25,000 beans.	3	4	Hard	5		5.75	Elite	None			0-0.25	0	0.25	15-30 days	1	1.5
GQ25	View	Upgrade Zez for the second time	Zez upgrades for the second time upon reaching 15k total Runescore.	3	4	Hard	5		5.5	Elite	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
7KZX	View	Upgrade Zez for the third time	Zez upgrades for the third time upon reaching 20k total Runescore.	4	4	Hard	5		5.5	Elite	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
ZYXK	View	Create all illuminated god books	Create an illuminated book of law, war, balance, wisdom and chaos, and an illuminated ancient book. Requires a Crafting and Prayer level of 60 as well as completion of One Piercing Note.	3	4	Hard	4.7	Hard	5.25	Elite	Drop RNG	0.5	0.75	0.26-0.50	0.2	0.5	None	0	0
BE2R	View	Master the art of mixing potions	Purchase the ability to create the set of combination potions from Lady Meilyr listed in the achievement Potion Mixer Master I. Some of these require an unreadable page from dungeoneering to unlock.	3	4	Hard	4.5	Hard	5	Elite	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
MG4X	View	Master mixing the most magnificent potions	Purchase the ability to create the set of combination potions from Lady Meilyr listed in the achievement Potion Mixer Master II.	3	4	Hard	4.5	Hard	5	Elite	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
B2GN	View	Complete the Chinchompa breeding log	Completing the log requires all variants of the species to be bred, shinies included.	4	6	Master	7.45	Grandmaster	8.25	God	Drop RNG	0.5	0.75	0.26-0.50	0.2	0.5	8-14 days	0.75	1
M4YE	View	Complete the Spider breeding log	Completing the log requires all variants of the species to be bred, shinies included.	4	3	Medium	4.8	Hard	5.7	Elite	Drop RNG	0.5	0.75	1.0-2.0	0.8	1.2	1-7 days	0.5	0.75
Z25B	View	Complete the Yak breeding log	Completing the log requires all variants of the species to be bred, shinies included.	4	3	Medium	4.8	Hard	5.7	Elite	Drop RNG	0.5	0.75	1.0-2.0	0.8	1.2	1-7 days	0.5	0.75
Q86R	View	Deposit 100 buckets of sand in the Whirlpool spawning randomly at the Deep Sea Fishing Hub	Be quick(sand) about it - the whirlpool doesn't stay for long!	3	3	Medium	4.75	Hard	5.5	Elite	Group content active	1.75	2.25	0-0.25	0	0.25	None	0	0
84KJ	View	Gain all experience possible from The Nexus	A total of 50,339 prayer xp can be gained.	1	3	Medium	4.8	Hard	5.45	Elite	Task allowance	1	1.25	1.0-2.0	0.8	1.2	None	0	0
BY4W	View	Hatch a Guthix raptor	A bird's nest (green egg) can be found while cutting trees, collected from the Managing Miscellania minigame, and as a reward from an Evil Tree. A Summoning level of 70 is required to incubate the egg, along with an hour of time spent in-game.	3	3	Medium	4		4.75	Hard	Drop RNG	0.5	0.75	0-0.25	0	0.25	1-7 days	0.5	0.75
KN9D	View	Hatch a Saradomin owl	A bird's nest (blue egg) can be found while cutting trees, collected from the Managing Miscellania minigame, and as a reward from an Evil Tree. A Summoning level of 70 is required to incubate the egg, along with an hour of time spent in-game.	3	3	Medium	4		4.75	Hard	Drop RNG	0.5	0.75	0-0.25	0	0.25	1-7 days	0.5	0.75
MRJJ	View	Hatch a Zamorak hawk	A bird's nest (red egg) can be found while cutting trees, collected from the Managing Miscellania minigame, and as a reward from an Evil Tree. A Summoning level of 70 is required to incubate the egg, along with an hour of time spent in-game.	3	3	Medium	4		4.75	Hard	Drop RNG	0.5	0.75	0-0.25	0	0.25	1-7 days	0.5	0.75
DERK	View	Hatch all raven variants	A bird's nest (raven egg) can be found while cutting trees, collected from the Managing Miscellania minigame, and as a reward from an Evil Tree. A Summoning level of 50 is required to incubate the egg, along with an hour of time spent in-game. A total of 6 raven variants are available.	3	3	Medium	4		4.75	Hard	Drop RNG	0.5	0.75	0-0.25	0	0.25	1-7 days	0.5	0.75
ZR93	View	Obtain the Helm of Foulness	The Mask of Stench can be bought from the Shattered Worlds shop for 6,000,000 Anima. 700 Aberrant spectres must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000. They require a Slayer level of 60 to harm.	2	3	Medium	4.8	Hard	5.45	Elite	Task allowance	1	1.25	1.0-2.0	0.8	1.2	None	0	0
3V76	View	Obtain the Helm of the Black Demon	The Mask of the Black Demon can be bought from the Shattered Worlds shop for 5,000,000 Anima. 1,000 Black demons must be killed to upgrade it to the helm. Once you own the mask, you're allowed to slay the required amount of monsters needed to upgrade it, once you have obtained all uniques more common than 1/2,000.	3	3	Medium	4.8	Hard	5.45	Elite	Task allowance	1	1.25	1.0-2.0	0.8	1.2	None	0	0
5M45	View	Unlock access to your Storm Barn from Anachronia	Bought from Prehistoric Potterington at the Ranch Out of Time for 7,500 beans.	4	3	Medium	4.35	Hard	5	Elite	None			0.76-1	0.6	1	8-14 days	0.75	1
3J8M	View	Unlock the ability to buy further reaper assignments with Slayer points	Bought from Death costing 150 reaper points.	3	3	Medium	4.75	Hard	5.4	Elite	None			2.0-4.0	1	1.4	8-14 days	0.75	1
WVWZ	View	Unlock the Grave loot beam	Unlocked in the Reaper store for 75 Reaper Points or 750 Slayer Points.	3	3	Medium	4.5	Hard	5.15	Elite	None			2.0-4.0	1	1.4	1-7 days	0.5	0.75
E2G7	View	Unlock the instance cost reduction	Unlocked in the Reaper store for 250 Reaper Points. It permanently reduces the cost of boss instancing by 25%.	3	3	Medium	4.95	Hard	5.6	Elite	None			4.0-6.0	1.2	1.6	8-14 days	0.75	1
M4QQ	View	Unlock the Mazcab teleport spell	The spell is unlocked using the Mazcab ability codex, obtained as a rare drop from Beastmaster Durzag or Yakamaru, or the Mazcab teleport codex, bought from the Armoursmith for 2,000 teci.	4	3	Medium	4.3		4.95	Hard	Drop RNG	0.5	0.75	1.0-2.0	0.8	1.2	None	0	0
2QD2	View	Unlock the Reaper scroll	Unlocked in the Reaper store for 250 Reaper Points. It permanently increases the Slayer XP received from reaper tasks by 50%.	3	3	Medium	4.95	Hard	5.6	Elite	None			4.0-6.0	1.2	1.6	8-14 days	0.75	1
85D9	View	Unlock the Reaper's choice perk	Unlocked in the Reaper store for 250 Reaper Points. It gives you a 10% chance of being able to choose your assignment when receiving a new one. Rerolled assignments also have this chance.	3	3	Medium	4.95	Hard	5.6	Elite	None			4.0-6.0	1.2	1.6	8-14 days	0.75	1
4GWQ	View	Obtain an Obelisk Shard from a Sack of wild rewards	Sacks of wild rewards are awarded on completion of Wilderness Flash Events. Special events will award multiple sacks and give an additional Sack of very wild rewards after the final stage.	1	3	Medium	3.6	Medium	4	Hard	None			0.76-1	0.6	1	None	0	0
XY2E	View	Obtain a Portable Obelisk from a Sack of wild rewards	Sacks of wild rewards are awarded on completion of Wilderness Flash Events. Special events will award multiple sacks and give an additional Sack of very wild rewards after the final stage.	2	3	Medium	4.1		4.75	Hard	Drop RNG	0.5	0.75	0.76-1	0.6	1	None	0	0
Y23K	View	Obtain the Atrocious rogue gloves	The gloves can be bought from the Slayer Bounty & Deathmatch Reward Shop for 600 Deathmatch points after the previous pairs have been bought, setting the required total points at 1,800.	2	1	Beginner	3.95	Medium	4.85	Hard	Group content active	1.75	2.25	4.0-6.0	1.2	1.6	None	0	0
JDG4	View	Obtain the Supreme hunter's helm	The helm can be bought from the Slayer Bounty & Deathmatch Reward Shop for 1,500 Deathmatch points after becoming the Supreme hunter at least once.	4	1	Beginner	4.5	Hard	5.25	Elite	Group content active	1.75	2.25	11-20	1.75	2	None	0	0
JMJ5	View	Obtain the Infinity ethereal outfit	Creating the outfit require an Invention level of 20 and a Runecrafting level of 80. You will need a total of 54,000 fragments gathered during Runecrafting training from a Runecrafting level of 70.	3	5	Elite	5		5.25	Elite	None			0-0.25	0	0.25	None	0	0
4ER2	View	Spot the raven named Bran	Bran is a crystal raven that may be found on Tarddiad by players who have unlocked the Ravensworn title.  If Bran does not appear but you meet all the requirements, you may check off this task.	3	5	Elite	5		5.25	Elite	None			0-0.25	0	0.25	None	0	0
5W46	View	Obtain the 10 year version of the Veteran cape	Available when your account was created more than 10 years ago. Can be purchased from Hans in Lumbridge for 100,000 gp.	5	1	Beginner	7	Grandmaster	8.25	God	None			0-0.25	0	0.25	1 year +	6	7
3VZD	View	Obtain the 15 year version of the Veteran cape	Available when your account was created more than 15 years ago. Can be purchased from Hans in Lumbridge for 150,000 gp.	5	1	Beginner	7	Grandmaster	8.25	God	None			0-0.25	0	0.25	1 year +	6	7
